x,y,z,R,P,Y,t1,t2,t3,t4,t5,t6,t7
-0.15755565,-0.047996745,0.29024577,-1.3934536,-1.0340573,1.4444877,-0.9974893,0.38082445,0.28388035,-0.32741147,-0.51667887,0.52359504,-0.91482055
-0.23281893,-0.035935864,0.2271353,-2.4863348,0.32951996,0.35835147,0.14919639,-0.2656126,-0.3935367,-0.90913516,-1.102641,0.6134382,0.6176307
0.040233493,-0.15955082,0.35927355,-2.506576,0.87976444,-1.1402014,0.70318997,0.17376626,-0.07790458,-0.44114095,0.9627007,0.415534,-0.0016020536
-0.23417282,-0.19536191,0.33385485,-2.7377965,0.5787756,0.060264945,0.07093406,0.40394008,-0.18234617,-0.9471879,-0.79422295,0.4846361,1.122615
-0.040843226,-0.14567868,0.3369006,2.3805857,-0.06149544,0.66645736,-0.44097692,-0.21908507,-0.7777443,-0.24876148,0.82040584,0.77969,-1.0885756
-0.012055114,-0.049317908,0.36950964,-2.8673532,-0.15723488,-0.5218475,-0.5463871,0.33778954,0.4929378,-0.40741605,0.036999583,1.2111384,0.34430695
0.024763111,-0.031698298,0.32555503,1.6908399,1.0144935,0.39903662,0.41998208,-0.025839508,-1.0067533,-0.4203958,0.88233674,1.497391,-0.6892933
-0.15720247,0.34340647,0.58950186,-1.1146933,0.47655025,1.9259361,-1.1415824,0.31263292,0.70895267,-1.1927559,-0.7821498,0.13884732,-0.91026676
-0.18309692,-0.016511358,0.32362455,2.5589936,-0.14528385,1.6900626,-1.0616843,-0.5688213,0.23758149,-0.14463472,1.021664,0.029208105,-0.18935072
-0.11318779,-0.12483092,0.37235647,-2.6223705,-0.11325431,0.88882554,-0.012308598,-0.64075696,0.4113201,-0.36328894,-0.9999589,0.3879091,0.905481
-0.084364906,0.019335583,0.67831767,2.9618216,-0.6348636,0.7521733,-0.7865933,0.5179815,1.1494814,-1.0693766,-0.29063785,0.3981745,0.885445
-0.13844427,0.00974245,0.19547522,2.897784,-0.56085235,-0.61745626,-0.09217203,0.0024006963,-0.39171118,-0.7775984,-0.3256833,1.3249356,-0.8532985
-0.037921607,0.21070409,0.22789748,-2.9097557,-0.5420344,0.99250984,-1.0018971,-0.1867702,-0.23733306,-1.0586737,0.21475267,1.4590685,-0.7635789
-0.19665805,0.054263126,0.27257144,1.6876086,0.08513085,1.573641,-0.36320925,-0.60770303,-0.5010039,-0.5736688,1.1399175,0.2509814,-0.11660266
-0.12193252,-0.073164076,0.4653963,2.7356396,0.2035467,0.34152123,-0.6321265,0.24361986,0.6742737,-0.5305884,0.66354096,0.4422664,0.4173137
-0.1596654,-0.19442463,0.35277885,-2.9940028,-1.0944101,0.46828163,0.44243586,-0.17458612,0.5350673,-0.5476901,0.4660734,-0.0009812647,-1.0788438
-0.15346363,0.055497102,0.18622267,-2.5222938,-0.38412154,-0.016936269,-0.057465672,-0.2873072,-0.45047444,-0.82643634,-0.86134624,1.0361396,-0.4041977
-0.0073602125,-0.09706646,0.3570075,2.5428789,-0.90770715,-1.2347829,0.64209986,-0.12267983,0.74924994,-0.4847678,-0.25698483,0.93299824,-0.06370354
-0.3590737,-0.02458509,0.44459653,-1.4393715,-1.0131142,1.5715344,0.66146266,-0.37770155,0.46938622,-1.1630406,-0.8762779,0.6016013,-0.52058136
-0.07624068,-0.0631351,0.42754617,2.9373944,-0.67786705,-1.4555753,1.0289441,-0.18615627,0.65104055,-0.78943646,-0.26670396,1.4944619,0.28631616
0.023354262,-0.14502741,0.35001257,-2.0337846,0.35996187,-1.3275341,0.742715,0.02600056,-0.49620163,-0.4605847,-0.3279081,0.7920996,0.9006523
-0.003121011,-0.16679846,0.36538768,-2.7088509,-0.44058105,0.4671582,-0.5734768,0.263646,1.0336696,-0.2729957,-0.4996354,0.43582243,0.9398974
0.09443204,-0.045053173,0.34470475,2.8025823,-0.74880254,-1.2870209,0.7000692,0.08622223,1.0732507,-0.3215375,-0.14482117,0.894402,0.5194844
0.010561153,-0.05647017,0.34559292,1.8106556,0.14956437,0.1580008,0.042606235,-0.46868145,-0.5813516,-0.3271786,0.96625865,1.4464769,-0.7389715
-0.09690515,-0.039033584,0.24963379,-1.7449056,0.20214033,0.899472,-0.99316156,-0.6107168,0.85804236,-0.106812716,-0.66972417,0.77600485,0.16316772
-0.110292375,-0.03761874,0.36679852,-0.09422017,-1.406472,1.9624995,0.27425873,0.14112067,0.61314285,-0.62309736,-1.1493787,1.4105457,-0.1502732
0.041624963,-0.13686375,0.25084925,2.720958,-0.57701933,-0.6348091,0.89663565,-0.663498,-0.53931355,-0.24059594,-0.23802108,0.517919,-1.0101254
-0.057621002,-0.016336381,0.3060836,-2.4982162,0.058326308,0.6469209,-0.8211515,-0.63559014,0.1783371,-0.31194752,-0.46528912,1.1111255,-0.015887022
-0.061364956,-0.037952036,0.33707803,-2.5204031,-0.8663894,0.26386806,-1.0057951,0.259672,0.9557878,-0.40324724,0.19112027,1.0756142,-0.2727424
-0.23891553,0.08761644,0.32322314,-2.1214662,-0.26575854,1.3699242,-1.0932472,0.3262186,0.14573777,-0.6725908,-0.45851552,0.23072717,-0.46298075
0.08057278,-0.0761951,0.14427108,2.9305897,-0.23103036,-1.6075073,0.81966996,0.6124439,-0.90482044,-0.6181891,-0.4686905,0.5584535,-0.735594
-0.17902523,-0.10320854,0.5780217,-3.0336885,-1.3935535,0.3011903,0.13565648,0.50584614,0.98276675,-1.1158233,-0.7434545,0.66800624,0.0148899555
0.13921025,-0.058444574,0.2783605,1.8617928,-0.18498501,-1.7342764,0.86586154,0.37919343,-0.64152163,-0.13925886,-1.0504336,0.32891536,-0.9099913
-0.20694861,0.15586865,-0.0068811327,1.9060185,0.6367524,2.3432279,0.18313646,-0.62453866,-1.0579612,-1.1737162,-0.1573615,0.016866362,0.65044844
-0.29721192,-0.19051372,0.43876174,-3.0163062,-0.40626803,0.6425997,0.0013484955,0.460266,0.16713321,-1.0605603,-1.1320869,0.011027109,0.81164885
-0.023323532,0.102410324,0.36082414,-1.949915,-0.40437803,0.69585514,-1.0175875,-0.40060648,0.7159729,-0.6142909,-0.19265491,1.4483545,-0.500249
0.08346969,-0.042437352,0.2539165,2.275043,-0.3825772,-1.7410463,0.79252934,-0.10915375,1.0466522,-0.14216208,0.44102442,0.9086508,-0.3736505
-0.009651147,-0.14915368,0.35373145,3.0919406,0.04997242,-0.17675065,0.18601358,-0.09516722,0.22515976,-0.3200915,0.19562542,0.397884,0.08474028
-0.025686868,0.01823987,0.569767,-2.8630793,0.19348545,0.75349575,-0.3155738,-0.57309467,1.121873,-0.9157127,-0.061198354,1.2583838,1.0777913
0.025786512,-0.14723521,0.12113756,-2.8622599,-0.29495946,-0.40442255,1.008603,-0.25481123,-0.86997753,-0.5716223,0.021580338,0.074572295,-0.9869262
-0.2075968,-0.06364162,0.5649405,-2.8601658,-1.1107656,0.84688115,-0.07822788,0.18921876,0.89117444,-0.9585402,-0.13563359,0.2871147,-0.18485856
-0.04685439,0.21792978,0.256097,2.8606184,0.53735036,1.0785353,-0.57142884,-0.6219566,-0.3574934,-1.073581,-0.40533757,1.248345,0.28742945
-0.147046,0.0537027,0.37961,-1.0662457,-0.4409308,1.5507525,-0.946704,-0.29259962,1.118049,-0.43121815,-0.08700061,0.6583004,-0.8487865
-0.30802846,-0.0143336505,0.46521443,2.6624455,0.47456795,0.104903735,0.20737159,0.02761662,0.24484777,-1.1702732,0.47882593,0.80029726,0.4174751
-0.0071575195,-0.07443052,0.34410435,-3.0523305,0.06890379,-0.010842941,-1.0416924,-0.024326801,-0.9774001,-0.17594373,-1.0048031,1.1680808,-0.050974607
-0.10441273,0.008579448,0.26855716,-1.5168129,-1.1744395,1.0573153,-0.74951786,-0.34372073,0.51145303,-0.2793643,-0.22776443,1.1271212,-1.0984418
-0.10951227,0.20764868,0.3760914,1.8631144,0.22157454,0.5735053,-0.44541246,-0.480699,-0.07694435,-0.89358056,0.98343956,1.1820334,0.4762553
-0.023425676,-0.15247077,0.3014535,2.189169,0.057134032,-1.5766602,0.6846477,0.42101896,0.19441175,-0.7018482,0.13191617,1.2069246,-0.8302591
-0.112972505,-0.08626866,0.4450995,3.13237,-0.79299027,0.315943,-1.0046104,0.6858002,0.9281746,-0.5996417,0.4461006,0.50871515,-0.20794094
0.040286936,-0.05594667,0.33112395,-2.420696,-0.42998654,-1.2599512,0.3745445,0.34179485,-0.4342081,-0.41893154,-0.8978175,1.230436,0.65730417
-0.15278429,-0.1344958,0.3688532,2.4081736,-0.59308094,-0.6262534,-0.028088093,0.4145708,0.37849212,-0.8100344,0.44167507,0.8813316,-0.76367855
-0.26337102,0.067937896,0.42540488,-2.874445,0.64682513,0.7882149,-0.31694937,-0.0022329688,0.23022342,-1.0851177,-0.89402694,1.02052,1.1351167
-0.16960078,0.017522827,0.32654783,-2.5106921,0.64370006,0.3952812,-0.8539297,0.3081956,-0.06952894,-0.769482,-0.99604535,1.0617299,0.8715321
0.052044056,-0.09629315,0.2637663,-1.9310591,-0.46869278,0.3465988,0.003256321,-0.21816424,1.1014127,-0.15399861,-0.6486294,1.1339259,0.90200484
-0.17732674,-0.021604672,0.32393885,-3.044187,1.1177534,-0.26052517,-0.3130358,0.14546776,-0.40300035,-0.7299309,0.02041316,1.0419087,0.7188519
-0.11077444,-0.13057041,0.5082858,2.641495,-0.0018820172,-0.17936575,0.71788645,-0.36666575,0.7478819,-0.76601756,0.7010107,0.41075137,0.012490392
